State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), Operating Time, # of Months Reported, Gross Load (MW-h), Steam Load (1000lb), SO2 (tons), Avg. NOx Rate (lb/MMBtu), NOx (tons), CO2 (short tons), Heat Input (MMBtu), EPA Region, NERC Region, County, Source Category, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Operating Status, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Facility Latitude, Facility Longitude, Max Hourly HI Rate (MMBtu/hr)
NY,KIAC Cogeneration,54114,GT2,,2019,RGGI,6665.37,12,278665.19,,0.814,0.0255,34.756,161033.786,2709653.184,2,NPCC,Queens County,Cogeneration,Calpine Corporation,Calpine Corporation,"CSNOX : Michael O'Brien (605705),CSOSG2 : Michael O'Brien (605705),CSSO2G1 : Michael O'Brien (605705),RGGI : Michael O'Brien (605705)","CSNOX : Patrick Blanchard (1082),CSOSG2 : Patrick Blanchard (1082),CSSO2G1 : Patrick Blanchard (1082),RGGI : Patrick Blanchard (1082)",,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.6417,-73.7778,2041
NY,Lockport,54041,11854,,2019,RGGI,1311.51,12,49182.66,,0.195,0.1226,38.506,38221.795,643046.904,2,NPCC,Niagara County,Cogeneration,"Lockport Energy Associates, LP","Lockport Energy Associates, LP","ARP : Lewis L Staley (2239),CSSO2G1 : Lewis L Staley (2239),RGGI : Lewis L Staley (2239),CSNOX : Lewis L Staley (2239),CSOSG2 : Lewis L Staley (2239)","ARP : Daniel Rotunno (2451),CSSO2G1 : Daniel Rotunno (2451),RGGI : Daniel Rotunno (2451),CSNOX : Daniel Rotunno (2451),CSOSG2 : Daniel Rotunno (2451)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,43.1622,-78.7453,1325
NY,Lockport,54041,11855,,2019,RGGI,1383.67,12,51092.53,,0.198,0.1471,46.807,38229.495,643178.948,2,NPCC,Niagara County,Cogeneration,"Lockport Energy Associates, LP","Lockport Energy Associates, LP","CSSO2G1 : Lewis L Staley (2239),ARP : Lewis L Staley (2239),RGGI : Lewis L Staley (2239),CSOSG2 : Lewis L Staley (2239),CSNOX : Lewis L Staley (2239)","CSSO2G1 : Daniel Rotunno (2451),ARP : Daniel Rotunno (2451),RGGI : Daniel Rotunno (2451),CSOSG2 : Daniel Rotunno (2451),CSNOX : Daniel Rotunno (2451)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,43.1622,-78.7453,470
NY,Lockport,54041,11856,,2019,RGGI,1309.92,12,48433.48,,0.193,0.103,31.578,37565.617,631977.764,2,NPCC,Niagara County,Cogeneration,"Lockport Energy Associates, LP","Lockport Energy Associates, LP","CSNOX : Lewis L Staley (2239),CSOSG2 : Lewis L Staley (2239),RGGI : Lewis L Staley (2239),ARP : Lewis L Staley (2239),CSSO2G1 : Lewis L Staley (2239)","CSNOX : Daniel Rotunno (2451),CSOSG2 : Daniel Rotunno (2451),RGGI : Daniel Rotunno (2451),ARP : Daniel Rotunno (2451),CSSO2G1 : Daniel Rotunno (2451)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,43.1622,-78.7453,488
NY,Massena Energy Facility,54592,1,,2019,RGGI,23.41,12,956.03,,0.004,0.1556,0.521,803.558,13519.895,2,,St. Lawrence County,Cogeneration,"Power City Partners, LP",MEG OP Co (Morris Energy Group Operating Company),"CSOSG2 : Walter J Relling (602898),ARP : Walter J Relling (602898),CSSO2G1 : Walter J Relling (602898),RGGI : Walter J Relling (602898),CSNOX : Walter J Relling (602898)","CSOSG2 : Greg Sharland (2129),ARP : Greg Sharland (2129),CSSO2G1 : Greg Sharland (2129),RGGI : Greg Sharland (2129),CSNOX : Greg Sharland (2129)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,44.9503,-74.8928,585
NY,Nassau Energy Corporation,52056,4,,2019,RGGI,8206.18,12,324520.01,,3.717,0.1358,242.392,212647.212,3571380.24,2,NPCC,Nassau County,Cogeneration,Nassau Energy Corp,Nassau Energy Corp,"RGGI : David S Petty (1653),CSOSG2 : David S Petty (1653),CSNOX : David S Petty (1653),CSSO2G1 : David S Petty (1653)","RGGI : Seth Blumencranz (603747),CSOSG2 : Seth Blumencranz (603747),CSNOX : Seth Blumencranz (603747),CSSO2G1 : Seth Blumencranz (603747)",,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,40.7259,-73.5885,2450
NY,Poletti 500 MW CC,56196,CTG7A,,2019,RGGI,6989.14,12,1245011.55,,2.776,0.0111,36.624,540325.163,9042359.05,2,,Queens County,Electric Utility,New York Power Authority,New York Power Authority,"ARP : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSSO2G1 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSNOX : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),RGGI : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSOSG2 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","ARP : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSSO2G1 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSNOX : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),RGGI : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSOSG2 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,40.7881,-73.9056,2450
NY,Poletti 500 MW CC,56196,CTG7B,,2019,RGGI,6999.55,12,1270138.22,,2.842,0.0142,47.227,548228.418,9147395.949,2,,Queens County,Electric Utility,New York Power Authority,New York Power Authority,"CSNOX : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),ARP : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),RGGI : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSSO2G1 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSOSG2 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","CSNOX : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),ARP : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),RGGI : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSSO2G1 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSOSG2 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,40.7881,-73.9056,2450
NY,Ravenswood Generating Station,2500,UCC001,,2019,RGGI,6890.63,12,1594237.21,,3.54,0.0084,42.05,701844.301,1.18E+07,2,NPCC,Queens County,Electric Utility,"Helix Ravenswood, LLC","Helix Ravenswood, LLC","ARP : Kathy French (605624),RGGI : Kathy French (605624),CSNOX : Kathy French (605624),CSSO2G1 : Kathy French (605624),CSOSG2 : Kathy French (605624)","ARP : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),RGGI : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSNOX : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSSO2G1 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019),CSOSG2 : Tanja Grzeskowitz (606620) (Ended Jan 08, 2019)<br>Aaron J Scott (609064) (Started Jan 08, 2019)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Ammonia Injection,,,40.7585,-73.9451,786.8
NY,Rensselaer Cogen,54034,1GTDBS,,2019,RGGI,48.02,12,3466.1,,0.009,0.0496,0.527,1824.405,30699.642,2,NPCC,Rensselaer County,Electric Utility,Rensselaer Generating LLC,Rensselaer Generating LLC,"CSSO2G1 : Harry H Brand (1820),CSNOX : Harry H Brand (1820),CSOSG2 : Harry H Brand (1820),ARP : Harry H Brand (1820),RGGI : Harry H Brand (1820)","CSSO2G1 : Michael C McConnell (603241),CSNOX : Michael C McConnell (603241),CSOSG2 : Michael C McConnell (603241),ARP : Michael C McConnell (603241),RGGI : Michael C McConnell (603241)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,42.63,-73.75,2550
NY,Richard M Flynn (Holtsville),7314,1,,2019,RGGI,3358.92,12,258380.92,,1.041,0.0449,62.942,198820.283,3307903.837,2,NPCC,Suffolk County,Electric Utility,New York Power Authority,New York Power Authority,"RGGI : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSSO2G1 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),ARP : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSOSG2 : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019),CSNOX : John M Kahabka (604275) (Ended Apr 30, 2019)<br>Joshua P Ramos (605253) (Started Apr 30, 2019)","RGGI : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSSO2G1 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),ARP : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSOSG2 : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019),CSNOX : Joshua P Ramos (605253) (Ended Apr 30, 2019)<br>Patricia Meehan (609388) (Started Apr 30, 2019)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,,,,40.8153,-73.0644,2550
NY,Selkirk Cogen Partners,10725,CTG101,,2019,RGGI,206.67,12,22212.41,,0.054,0.0848,7.351,10713.425,180260.147,2,,Albany County,Cogeneration,"Selkirk Cogen Partners, LP","Selkirk Cogen Partners, LP","CSSO2G1 : John W Hanlon (1385),RGGI : John W Hanlon (1385),CSOSG2 : John W Hanlon (1385),ARP : John W Hanlon (1385),CSNOX : John W Hanlon (1385)","CSSO2G1 : Susan D Flash (603940),RGGI : Susan D Flash (603940),CSOSG2 : Susan D Flash (603940),ARP : Susan D Flash (603940),CSNOX : Susan D Flash (603940)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,42.5744,-73.8592,2550
NY,Selkirk Cogen Partners,10725,CTG201,,2019,RGGI,613.67,12,67241.6,,0.17,0.0291,7.73,33594.03,565267.556,2,,Albany County,Cogeneration,"Selkirk Cogen Partners, LP","Selkirk Cogen Partners, LP","RGGI : John W Hanlon (1385),CSOSG2 : John W Hanlon (1385),CSNOX : John W Hanlon (1385),CSSO2G1 : John W Hanlon (1385),ARP : John W Hanlon (1385)","RGGI : Susan D Flash (603940),CSOSG2 : Susan D Flash (603940),CSNOX : Susan D Flash (603940),CSSO2G1 : Susan D Flash (603940),ARP : Susan D Flash (603940)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,42.5744,-73.8592,2550
NY,Selkirk Cogen Partners,10725,CTG301,,2019,RGGI,519.01,12,53030.43,,0.134,0.0281,5.911,26460.729,445271.768,2,,Albany County,Cogeneration,"Selkirk Cogen Partners, LP","Selkirk Cogen Partners, LP","CSNOX : John W Hanlon (1385),RGGI : John W Hanlon (1385),CSOSG2 : John W Hanlon (1385),ARP : John W Hanlon (1385),CSSO2G1 : John W Hanlon (1385)","CSNOX : Susan D Flash (603940),RGGI : Susan D Flash (603940),CSOSG2 : Susan D Flash (603940),ARP : Susan D Flash (603940),CSSO2G1 : Susan D Flash (603940)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,42.5744,-73.8592,1279
NY,"Syracuse, LLC",10621,1,,2019,RGGI,273.32,12,15092.83,,0.037,0.1423,4.246,7409.839,124672.024,2,NPCC,Onondaga County,Electric Utility,SBF LLC,SBF LLC,"CSOSG2 : Dean E Motl (605480) (Ended May 03, 2019)<br>Susan D Flash (603940) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Timothy Biittig (609450) (Started Jun 11, 2019),ARP : Dean E Motl (605480) (Ended May 03, 2019)<br>Susan D Flash (603940) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Timothy Biittig (609450) (Started Jun 11, 2019),CSSO2G1 : Dean E Motl (605480) (Ended May 03, 2019)<br>Susan D Flash (603940) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Timothy Biittig (609450) (Started Jun 11, 2019),CSNOX : Dean E Motl (605480) (Ended May 03, 2019)<br>Susan D Flash (603940) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Timothy Biittig (609450) (Started Jun 11, 2019),RGGI : Dean E Motl (605480) (Ended May 03, 2019)<br>Susan D Flash (603940) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Timothy Biittig (609450) (Started Jun 11, 2019)","CSOSG2 : Susan D Flash (603940) (Ended May 03, 2019)<br>Timothy Biittig (609450) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Susan D Flash (603940) (Started Jun 11, 2019),ARP : Susan D Flash (603940) (Ended May 03, 2019)<br>Timothy Biittig (609450) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Susan D Flash (603940) (Started Jun 11, 2019),CSSO2G1 : Susan D Flash (603940) (Ended May 03, 2019)<br>Timothy Biittig (609450) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Susan D Flash (603940) (Started Jun 11, 2019),CSNOX : Susan D Flash (603940) (Ended May 03, 2019)<br>Timothy Biittig (609450) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Susan D Flash (603940) (Started Jun 11, 2019),RGGI : Susan D Flash (603940) (Ended May 03, 2019)<br>Timothy Biittig (609450) (Started May 03, 2019) (Ended Jun 11, 2019)<br>Susan D Flash (603940) (Started Jun 11, 2019)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Steam Injection,,,43.0667,-76.2246,416
NY,Valley Energy Center,56940,1,,2019,RGGI,6770.29,12,2059962.43,,4.237,0.0073,47.153,839611.622,1.41E+07,2,,Orange County,Electric Utility,CPV Valley LLC,Diamond Generating Corporation,"CSSO2G1 : Donald G Atwood (602660),ARP : Donald G Atwood (602660),RGGI : Donald G Atwood (602660),CSNOX : Donald G Atwood (602660),CSOSG2 : Donald G Atwood (602660)","CSSO2G1 : Ben Stanley (603409),ARP : Ben Stanley (603409),RGGI : Ben Stanley (603409),CSNOX : Ben Stanley (603409),CSOSG2 : Ben Stanley (603409)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,41.413,-74.435,416
NY,Valley Energy Center,56940,2,,2019,RGGI,6821.43,12,2076578.27,,4.269,0.0069,44.837,845915.857,1.42E+07,2,,Orange County,Electric Utility,CPV Valley LLC,Diamond Generating Corporation,"ARP : Donald G Atwood (602660),RGGI : Donald G Atwood (602660),CSNOX : Donald G Atwood (602660),CSOSG2 : Donald G Atwood (602660),CSSO2G1 : Donald G Atwood (602660)","ARP : Ben Stanley (603409),RGGI : Ben Stanley (603409),CSNOX : Ben Stanley (603409),CSOSG2 : Ben Stanley (603409),CSSO2G1 : Ben Stanley (603409)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,41.413,-74.435,730
NY,Pinelawn Power,56188,1,,2019,RGGI,1315.86,12,72993.86,,0.365,0.0176,2.602,35437.587,597748.366,2,,Suffolk County,Electric Utility,"J Power USA Development Co, Ltd.","J Power USA Development Co, Ltd.","CSSO2G1 : Paul E Peterson (607880),ARP : Paul E Peterson (607880),RGGI : Paul E Peterson (607880),CSOSG2 : Paul E Peterson (607880),CSNOX : Paul E Peterson (607880)","CSSO2G1 : Jason White (608523),ARP : Jason White (608523),RGGI : Jason White (608523),CSOSG2 : Jason White (608523),CSNOX : Jason White (608523)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,Other Oil,,Water Injection<br>Selective Catalytic Reduction,,,40.7358,-73.3881,718
NY,Allegany Station No. 133,10619,1,,2019,RGGI,386.8,12,17538.83,,0.043,0.0377,2.22,8459.997,142364.471,2,NPCC,Allegany County,Electric Utility,Allegany Generating Station,Allegany Generating Station,"CSSO2G1 : John B Kingston (2365),ARP : John B Kingston (2365),CSNOX : John B Kingston (2365),RGGI : John B Kingston (2365),CSOSG2 : John B Kingston (2365)","CSSO2G1 : Greg Sharland (2129),ARP : Greg Sharland (2129),CSNOX : Greg Sharland (2129),RGGI : Greg Sharland (2129),CSOSG2 : Greg Sharland (2129)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,42.5083,-78.0661,718
NY,Batavia Energy,54593,1,,2019,RGGI,192.19,12,7047.99,,0.026,0.1596,6.384,5086.227,85591.613,2,NPCC,Genesee County,Cogeneration,"Seneca Power Partners, LP","Seneca Power Partners, LP","CSOSG2 : Greg Sharland (2129),CSSO2G1 : Greg Sharland (2129),CSNOX : Greg Sharland (2129),RGGI : Greg Sharland (2129),ARP : Greg Sharland (2129)","CSOSG2 : Walter J Relling (602898) (Started Dec 30, 2019),CSSO2G1 : Walter J Relling (602898) (Started Dec 30, 2019),CSNOX : Walter J Relling (602898) (Started Dec 30, 2019),RGGI : Walter J Relling (602898) (Started Dec 30, 2019),ARP : Walter J Relling (602898) (Started Dec 30, 2019)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,42.9828,-78.1592,1676
NY,Bethpage Energy Center,50292,GT1,,2019,RGGI,3781.53,12,97011.41,,0.222,0.1247,45.136,43998.227,740376.487,2,,Nassau County,Electric Utility,TBG Cogen Partners,"Calpine Operating Services Company, Inc.","CSSO2G1 : Glen Stockhausen (3292),ARP : Glen Stockhausen (3292),CSNOX : Glen Stockhausen (3292),RGGI : Glen Stockhausen (3292),CSOSG2 : Glen Stockhausen (3292)","CSSO2G1 : Patrick Blanchard (1082),ARP : Patrick Blanchard (1082),CSNOX : Patrick Blanchard (1082),RGGI : Patrick Blanchard (1082),CSOSG2 : Patrick Blanchard (1082)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,40.7469,-73.4994,1676
NY,Bethpage Energy Center,50292,GT2,,2019,RGGI,4029.46,12,105120.43,,0.25,0.1268,50.001,49582.569,834316.579,2,,Nassau County,Electric Utility,TBG Cogen Partners,"Calpine Operating Services Company, Inc.","RGGI : Glen Stockhausen (3292),CSNOX : Glen Stockhausen (3292),ARP : Glen Stockhausen (3292),CSSO2G1 : Glen Stockhausen (3292),CSOSG2 : Glen Stockhausen (3292)","RGGI : Patrick Blanchard (1082),CSNOX : Patrick Blanchard (1082),ARP : Patrick Blanchard (1082),CSSO2G1 : Patrick Blanchard (1082),CSOSG2 : Patrick Blanchard (1082)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,40.7469,-73.4994,633
NY,Bethpage Energy Center,50292,GT4,,2019,RGGI,1900.23,12,117701.37,,0.296,0.0069,3.204,58543.759,985092.67,2,,Nassau County,Electric Utility,"Bethpage Energy Center 3, LLC","Calpine Operating Services Company, Inc.","ARP : Glen Stockhausen (3292),CSOSG2 : Glen Stockhausen (3292),CSNOX : Glen Stockhausen (3292),RGGI : Glen Stockhausen (3292),CSSO2G1 : Glen Stockhausen (3292)","ARP : Patrick Blanchard (1082),CSOSG2 : Patrick Blanchard (1082),CSNOX : Patrick Blanchard (1082),RGGI : Patrick Blanchard (1082),CSSO2G1 : Patrick Blanchard (1082)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Water Injection<br>Selective Catalytic Reduction,,,40.7469,-73.4994,1215
NY,East River,2493,1,,2019,RGGI,7902.5,12,1293232,,4.35,0.0078,51.002,802360.95,1.35E+07,2,,New York County,Cogeneration,"Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.","CSOSG2 : Andrea Schmitz (607301),ARP : Andrea Schmitz (607301),CSNOX : Andrea Schmitz (607301),RGGI : Andrea Schmitz (607301),CSSO2G1 : Andrea Schmitz (607301)","CSOSG2 : Constantine Sanoulis (607630),ARP : Constantine Sanoulis (607630),CSNOX : Constantine Sanoulis (607630),RGGI : Constantine Sanoulis (607630),CSSO2G1 : Constantine Sanoulis (607630)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Ammonia Injection<br>Selective Catalytic Reduction,,,40.7281,-73.9742,1259
NY,East River,2493,2,,2019,RGGI,6633.5,12,1054034.25,,3.793,0.0096,44.439,656021.1,1.10E+07,2,,New York County,Cogeneration,"Consolidated Edison of New York, Inc.","Consolidated Edison of New York, Inc.","CSOSG2 : Andrea Schmitz (607301),RGGI : Andrea Schmitz (607301),ARP : Andrea Schmitz (607301),CSNOX : Andrea Schmitz (607301),CSSO2G1 : Andrea Schmitz (607301)","CSOSG2 : Constantine Sanoulis (607630),RGGI : Constantine Sanoulis (607630),ARP : Constantine Sanoulis (607630),CSNOX : Constantine Sanoulis (607630),CSSO2G1 : Constantine Sanoulis (607630)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Ammonia Injection<br>Selective Catalytic Reduction,,,40.7281,-73.9742,1250
NY,Independence,54547,1,,2019,RGGI,5957.8,12,1377612.86,,2.909,0.0248,83.708,576321.377,9697750.41,2,,Oswego County,Cogeneration,"Sithe/Independence Power Partners, LP","Sithe Energies Power Services, Inc.","CSSO2G1 : Eric H Pahl (608838),CSNOX : Eric H Pahl (608838),RGGI : Eric H Pahl (608838),ARP : Eric H Pahl (608838),CSOSG2 : Eric H Pahl (608838)","CSSO2G1 : Cynthia Vodopivec (603383),CSNOX : Cynthia Vodopivec (603383),RGGI : Cynthia Vodopivec (603383),ARP : Cynthia Vodopivec (603383),CSOSG2 : Cynthia Vodopivec (603383)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,43.495,-76.4508,812
NY,Independence,54547,2,,2019,RGGI,5669.01,12,1272722.7,,2.698,0.0262,81.066,534463.782,8993427.717,2,,Oswego County,Cogeneration,"Sithe/Independence Power Partners, LP","Sithe Energies Power Services, Inc.","RGGI : Eric H Pahl (608838),CSOSG2 : Eric H Pahl (608838),ARP : Eric H Pahl (608838),CSNOX : Eric H Pahl (608838),CSSO2G1 : Eric H Pahl (608838)","RGGI : Cynthia Vodopivec (603383),CSOSG2 : Cynthia Vodopivec (603383),ARP : Cynthia Vodopivec (603383),CSNOX : Cynthia Vodopivec (603383),CSSO2G1 : Cynthia Vodopivec (603383)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,43.495,-76.4508,800
NY,Independence,54547,3,,2019,RGGI,5696.89,12,1259071.31,,2.617,0.028,82.203,518361.25,8722408.117,2,,Oswego County,Cogeneration,"Sithe/Independence Power Partners, LP","Sithe Energies Power Services, Inc.","CSOSG2 : Eric H Pahl (608838),ARP : Eric H Pahl (608838),CSNOX : Eric H Pahl (608838),CSSO2G1 : Eric H Pahl (608838),RGGI : Eric H Pahl (608838)","CSOSG2 : Cynthia Vodopivec (603383),ARP : Cynthia Vodopivec (603383),CSNOX : Cynthia Vodopivec (603383),CSSO2G1 : Cynthia Vodopivec (603383),RGGI : Cynthia Vodopivec (603383)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,43.495,-76.4508,2156
NY,Independence,54547,4,,2019,RGGI,5639.2,12,1228221.89,,2.589,0.0282,79.488,512897.397,8630472.213,2,,Oswego County,Cogeneration,"Sithe/Independence Power Partners, LP","Sithe Energies Power Services, Inc.","ARP : Eric H Pahl (608838),RGGI : Eric H Pahl (608838),CSSO2G1 : Eric H Pahl (608838),CSNOX : Eric H Pahl (608838),CSOSG2 : Eric H Pahl (608838)","ARP : Cynthia Vodopivec (603383),RGGI : Cynthia Vodopivec (603383),CSSO2G1 : Cynthia Vodopivec (603383),CSNOX : Cynthia Vodopivec (603383),CSOSG2 : Cynthia Vodopivec (603383)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,43.495,-76.4508,536
NY,S A Carlson,2682,20,,2019,RGGI,3711.75,12,130991.75,,0.437,0.1315,95.254,86502.2,1455550.525,2,NPCC,Chautauqua County,Electric Utility,Jamestown Board of Public Utilities,Jamestown Board of Public Utilities,"CSSO2G1 : David L Leathers (603616),RGGI : David L Leathers (603616),CSNOX : David L Leathers (603616),ARP : David L Leathers (603616),CSOSG2 : David L Leathers (603616)","CSSO2G1 : Cory Allen (608789),RGGI : Cory Allen (608789),CSNOX : Cory Allen (608789),ARP : Cory Allen (608789),CSOSG2 : Cory Allen (608789)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Water Injection,,,42.0917,-79.2417,254
NY,"Saranac Power Partners, LP",54574,1,,2019,RGGI,686.88,12,72748.62,,0.198,0.0378,9.339,39149.357,658762.979,2,,Clinton County,Cogeneration,"Saranac Power Partners, LP",Falcon Power Operating Company,"CSNOX : John D Gokey (607918),CSOSG2 : John D Gokey (607918),CSSO2G1 : John D Gokey (607918),ARP : John D Gokey (607918),RGGI : John D Gokey (607918)","CSNOX : Ryan Parks (603530),CSOSG2 : Ryan Parks (603530),CSSO2G1 : Ryan Parks (603530),ARP : Ryan Parks (603530),RGGI : Ryan Parks (603530)",Phase 2,,Operating,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,44.7132,-73.4557,583
